SF,TP,CL,len_CL,len_SF
3000019,1,1000003,1,4
3001058,1,1000002,1,4
3000446,1,1000003,1,4
3000756,1,1000003,1,4
3000493,1,1000004,1,4
3001928,1,1000003,1,4
3002415,1,1000000,1,4
3001933,1,1000001,1,4
3002408,1,1000001,1,4
3002404,1,1000001,1,4
3000491,1,1000002,1,4
3000371,1,1000003,1,4
3000147,1,1000003,1,4
3001516,1,1000002,1,4
3001514,1,1000003,1,4
3000467,1,1000000,1,4
3000960,1,1000002,1,4
3001497,1,1000000,1,4
3000959,1,1000000,1,4
3001971,1,1000002,1,4
3000956,1,1000001,1,4
3002371,1,1000003,1,4
3001237,1,1000003,1,4
3000955,1,1000002,1,4
3002370,1,1000003,1,4
3001270,1,1000003,1,4
3001504,1,1000003,1,4
3001244,1,1000000,1,4
3001500,1,1000003,1,4
3002360,1,1000000,1,4
3000427,1,1000000,1,4
3000406,1,1000004,1,4
3001468,1,1000000,1,4
3002185,1,1000000,1,4
3000386,1,1000003,1,4
3000382,1,1000003,1,4
3000322,1,1000003,1,4
3002110,1,1000000,1,4
3000885,1,1000001,1,4
3002215,1,1000001,1,4
3002119,1,1000000,1,4
3002208,1,1000003,1,4
3000339,1,1000001,1,4
3000831,1,1000003,1,4
3000833,1,1000001,1,4
3002121,1,1000000,1,4
3000319,1,1000001,1,4
3001386,1,1000000,1,4
3000873,1,1000002,1,4
3001355,1,1000000,1,4
3002170,1,1000000,1,4
3002134,1,1000000,1,4
3000851,1,1000002,1,4
3000359,1,1000003,1,4
3001379,1,1000003,1,4
3002139,1,1000003,1,4
3000365,1,1000001,1,4
3000369,1,1000001,1,4
3001414,1,1000002,1,4
3000387,1,1000000,1,4
3000933,1,1000002,1,4
3002277,1,1000001,1,4
3002031,1,1000000,1,4
3000776,1,1000000,1,4
3002041,1,1000003,1,4
3001281,1,1000001,1,4
3002300,1,1000003,1,4
3001286,1,1000000,1,4
3002441,1,1000001,1,4
3002056,1,1000001,1,4
3000201,1,1000001,1,4
3002062,1,1000001,1,4
3001441,1,1000003,1,4
3000152,1,1000003,1,4
3001318,1,1000003,1,4
3002064,1,1000001,1,4
3002263,1,1000000,1,4
3002087,1,1000001,1,4
3002254,1,1000002,1,4
3002252,1,1000000,1,4
3002089,1,1000001,1,4
3001312,1,1000000,1,4
3002249,1,1000003,1,4
3002248,1,1000000,1,4
3001316,1,1000000,1,4
3002247,1,1000003,1,4
3000494,1,1000001,1,4
3001371,1,1000003,1,4
3001795,1,1000000,1,4
3001083,1,1000000,1,4
3000991,1,1000004,1,4
3000668,1,1000000,1,4
3000175,1,1000001,1,4
3001682,1,1000000,1,4
3002487,1,1000003,1,4
3001571,1,1000003,1,4
3001048,1,1000003,1,4
3001744,1,1000003,1,4
3002629,1,1000003,1,4
3000997,1,1000000,1,4
3001896,1,1000003,1,4
3001711,1,1000003,1,4
3001774,1,1000000,1,4
3001887,1,1000000,1,4
3002477,1,1000001,1,4
3001084,1,1000002,1,4
3001594,1,1000000,1,4
3000567,1,1000000,1,4
3001881,1,1000000,1,4
3002555,1,1000001,1,4
3001013,1,1000000,1,4
3001875,1,1000000,1,4
3001872,1,1000001,1,4
3000174,1,1000001,1,4
3001704,1,1000001,1,4
3001864,1,1000000,1,4
3002539,1,1000003,1,4
3000547,1,1000004,1,4
3001641,1,1000001,1,4
3000524,1,1000000,1,4
3000670,1,1000003,1,4
3001724,1,1000003,1,4
3002445,1,1000000,1,4
3001923,1,1000001,1,4
3000675,1,1000001,1,4
3000139,1,1000000,1,4
3000687,1,1000003,1,4
3001544,1,1000000,1,4
3002712,1,1000001,1,4
3002453,1,1000002,1,4
3002454,1,1000001,1,4
3001811,1,1000001,1,4
3001725,1,1000001,1,4
3002572,1,1000001,1,4
3000138,1,1000001,1,4
3001068,1,1000000,1,4
3000503,1,1000003,1,4
3002707,1,1000003,1,4
3000593,1,1000003,1,4
3001737,1,1000001,1,4
3002695,1,1000003,1,4
3000127,1,1000000,1,4
3001021,1,1000001,1,4
3001555,1,1000003,1,4
3001913,1,1000003,1,4
3001032,1,1000002,1,4
3000987,1,1000003,1,4
3001184,1,1000002,1,4
3002548,1,1000003,1,4
3002095,1,1000003,1,3
3000673,1,1000003,1,3
3000614,1,1000002,1,3
3002102,1,1000003,1,3
3002103,1,1000001,1,3
3001789,1,1000003,1,3
3001773,1,1000000,1,3
3000194,1,1000001,1,3
3002096,1,1000003,1,3
3001761,1,1000000,1,3
3000620,1,1000000,1,3
3000075,1,1000002,1,3
3000385,1,1000004,1,3
3000654,1,1000003,1,3
3000855,1,1000003,1,3
3002142,1,1000001,1,3
3000638,1,1000001,1,3
3002141,1,1000001,1,3
3002137,1,1000000,1,3
3001734,1,1000000,1,3
3001736,1,1000000,1,3
3002129,1,1000000,1,3
3000634,1,1000003,1,3
3002126,1,1000003,1,3
3002125,1,1000001,1,3
3002124,1,1000000,1,3
3002120,1,1000001,1,3
3000623,1,1000001,1,3
3001712,1,1000003,1,3
3000830,1,1000003,1,3
3001398,1,1000003,1,3
3001664,1,1000001,1,3
3001707,1,1000001,1,3
3001401,1,1000000,1,3
3000658,1,1000000,1,3
3002116,1,1000001,1,3
3002115,1,1000001,1,3
3000082,1,1000002,1,3
3000825,1,1000000,1,3
3001753,1,1000001,1,3
3001399,1,1000003,1,3
3002053,1,1000001,1,3
3001433,1,1000003,1,3
3001952,1,1000002,1,3
3000722,1,1000000,1,3
3000530,1,1000004,1,3
3001578,1,1000000,1,3
3000760,1,1000003,1,3
3000449,1,1000004,1,3
3001900,1,1000000,1,3
3000729,1,1000003,1,3
3001501,1,1000003,1,3
3001569,1,1000001,1,3
3000519,1,1000000,1,3
3000516,1,1000003,1,3
3000515,1,1000003,1,3
3001953,1,1000000,1,3
3001508,1,1000001,1,3
3001556,1,1000000,1,3
3002074,1,1000000,1,3
3000466,1,1000003,1,3
3000182,1,1000001,1,3
3001949,1,1000001,1,3
3001944,1,1000004,1,3
3000169,1,1000000,1,3
3000509,1,1000002,1,3
3000167,1,1000003,1,3
3000076,1,1000000,1,3
3000501,1,1000004,1,3
3001930,1,1000002,1,3
3000742,1,1000001,1,3
3001533,1,1000004,1,3
3001535,1,1000000,1,3
3000500,1,1000003,1,3
3001996,1,1000000,1,3
3001997,1,1000000,1,3
3001999,1,1000001,1,3
3001884,1,1000003,1,3
3002068,1,1000001,1,3
3000599,1,1000002,1,3
3000689,1,1000002,1,3
3001649,1,1000000,1,3
3000584,1,1000002,1,3
3001826,1,1000002,1,3
3001827,1,1000000,1,3
3000699,1,1000003,1,3
3001835,1,1000003,1,3
3001449,1,1000003,1,3
3001540,1,1000003,1,3
3000703,1,1000000,1,3
3002051,1,1000001,1,3
3000707,1,1000004,1,3
3002043,1,1000001,1,3
3000782,1,1000000,1,3
3001841,1,1000000,1,3
3002040,1,1000004,1,3
3000564,1,1000000,1,3
3001623,1,1000003,1,3
3001844,1,1000002,1,3
3001859,1,1000003,1,3
3000063,1,1000000,1,3
3001869,1,1000003,1,3
3001474,1,1000003,1,3
3001605,1,1000003,1,3
3001876,1,1000004,1,3
3002006,1,1000001,1,3
3001882,1,1000000,1,3
3000478,1,1000004,1,3
3000639,1,1000002,1,3
3002325,1,1000000,1,3
3002619,1,1000001,1,3
3001141,1,1000003,1,3
3000974,1,1000000,1,3
3002318,1,1000000,1,3
3002315,1,1000003,1,3
3000977,1,1000002,1,3
3002311,1,1000003,1,3
3002148,1,1000001,1,3
3002602,1,1000002,1,3
3002438,1,1000003,1,3
3002297,1,1000003,1,3
3000242,1,1000002,1,3
3002447,1,1000003,1,3
3002478,1,1000001,1,3
3000924,1,1000002,1,3
3000983,1,1000002,1,3
3002284,1,1000000,1,3
3001145,1,1000000,1,3
3002634,1,1000003,1,3
3002534,1,1000003,1,3
3002467,1,1000003,1,3
3002373,1,1000003,1,3
3002471,1,1000000,1,3
3002475,1,1000000,1,3
3001178,1,1000000,1,3
3000932,1,1000004,1,3
3001271,1,1000004,1,3
3001029,1,1000003,1,3
3002324,1,1000001,1,3
3001129,1,1000003,1,3
3000236,1,1000003,1,3
3001241,1,1000000,1,3
3001016,1,1000000,1,3
3000946,1,1000003,1,3
3002567,1,1000001,1,3
3002568,1,1000001,1,3
3001226,1,1000003,1,3
3000280,1,1000000,1,3
3002354,1,1000000,1,3
3001225,1,1000000,1,3
3002385,1,1000003,1,3
3001014,1,1000003,1,3
3001119,1,1000000,1,3
3002549,1,1000000,1,3
3000942,1,1000001,1,3
3002339,1,1000000,1,3
3001137,1,1000003,1,3
3001264,1,1000000,1,3
3000238,1,1000004,1,3
3000969,1,1000003,1,3
3002409,1,1000001,1,3
3002329,1,1000000,1,3
3001176,1,1000003,1,3
3002533,1,1000000,1,3
3001337,1,1000000,1,3
3002690,1,1000003,1,3
3001334,1,1000000,1,3
3001335,1,1000000,1,3
3001090,1,1000002,1,3
3000331,1,1000003,1,3
3002209,1,1000003,1,3
3002207,1,1000003,1,3
3002201,1,1000000,1,3
3000880,1,1000003,1,3
3002512,1,1000003,1,3
3000876,1,1000003,1,3
3000344,1,1000001,1,3
3002181,1,1000001,1,3
3002180,1,1000000,1,3
3002178,1,1000001,1,3
3002704,1,1000001,1,3
3001051,1,1000003,1,3
3000345,1,1000003,1,3
3001066,1,1000000,1,3
3002724,1,1000001,1,3
3001358,1,1000000,1,3
3002169,1,1000000,1,3
3000357,1,1000000,1,3
3002163,1,1000000,1,3
3001063,1,1000003,1,3
3000860,1,1000000,1,3
3002217,1,1000000,1,3
3001233,1,1000001,1,3
3000329,1,1000003,1,3
3002237,1,1000000,1,3
3002246,1,1000000,1,3
3000900,1,1000000,1,3
3001170,1,1000000,1,3
3002525,1,1000002,1,3
3002481,1,1000003,1,3
3002672,1,1000001,1,3
3000130,1,1000000,1,3
3001325,1,1000000,1,3
3002256,1,1000000,1,3
3002668,1,1000000,1,3
3001154,1,1000000,1,3
3002226,1,1000000,1,3
3002683,1,1000003,1,3
3000314,1,1000001,1,3
3001008,1,1000001,1,3
3002526,1,1000002,1,3
3002565,1,1000000,1,2
3002532,1,1000003,1,2
3002564,1,1000003,1,2
3002528,1,1000000,1,2
3002517,1,1000003,1,2
3001837,1,1000003,1,2
3000036,1,1000001,1,2
3000569,1,1000003,1,2
3000542,1,1000001,1,2
3001867,1,1000004,1,2
3002554,1,1000000,1,2
3002544,1,1000001,1,2
3001886,1,1000000,1,2
3000543,1,1000004,1,2
3002547,1,1000000,1,2
3000037,1,1000003,1,2
3002524,1,1000003,1,2
3002519,1,1000001,1,2
3000553,1,1000001,1,2
3001857,1,1000000,1,2
3001885,1,1000002,1,2
3001863,1,1000000,1,2
3001873,1,1000000,1,2
3002146,1,1000003,1,2
3001832,1,1000000,1,2
3002673,1,1000000,1,2
3001781,1,1000000,1,2
3002637,1,1000003,1,2
3002638,1,1000003,1,2
3002643,1,1000000,1,2
3001768,1,1000001,1,2
3000618,1,1000003,1,2
3002644,1,1000003,1,2
3002645,1,1000000,1,2
3002662,1,1000000,1,2
3001755,1,1000000,1,2
3002666,1,1000000,1,2
3002669,1,1000001,1,2
3002674,1,1000001,1,2
3002623,1,1000001,1,2
3001748,1,1000003,1,2
3001747,1,1000001,1,2
3000225,1,1000003,1,2
3000222,1,1000002,1,2
3002679,1,1000000,1,2
3002682,1,1000000,1,2
3001743,1,1000000,1,2
3002689,1,1000004,1,2
3002693,1,1000000,1,2
3000220,1,1000001,1,2
3001735,1,1000003,1,2
3002734,1,1000001,1,2
3002631,1,1000003,1,2
3000602,1,1000000,1,2
3001830,1,1000000,1,2
3000595,1,1000000,1,2
3000235,1,1000001,1,2
3000577,1,1000001,1,2
3001822,1,1000004,1,2
3002570,1,1000003,1,2
3001820,1,1000003,1,2
3002576,1,1000000,1,2
3001818,1,1000001,1,2
3001817,1,1000000,1,2
3000590,1,1000001,1,2
3002579,1,1000000,1,2
3002580,1,1000000,1,2
3002581,1,1000003,1,2
3002582,1,1000003,1,2
3002621,1,1000003,1,2
3000045,1,1000002,1,2
3000597,1,1000003,1,2
3002514,1,1000000,1,2
3001801,1,1000000,1,2
3001800,1,1000003,1,2
3002589,1,1000000,1,2
3001796,1,1000001,1,2
3002595,1,1000003,1,2
3000600,1,1000002,1,2
3002613,1,1000000,1,2
3000229,1,1000000,1,2
3002620,1,1000000,1,2
3002516,1,1000003,1,2
3002436,1,1000001,1,2
3002513,1,1000001,1,2
3002076,1,1000003,1,2
3002260,1,1000003,1,2
3000393,1,1000004,1,2
3002261,1,1000000,1,2
3002270,1,1000001,1,2
3002066,1,1000001,1,2
3002271,1,1000001,1,2
3002274,1,1000003,1,2
3002278,1,1000001,1,2
3002286,1,1000002,1,2
3000402,1,1000004,1,2
3000405,1,1000002,1,2
3000302,1,1000002,1,2
3002295,1,1000003,1,2
3000407,1,1000003,1,2
3002296,1,1000003,1,2
3000298,1,1000001,1,2
3002302,1,1000003,1,2
3002042,1,1000001,1,2
3002312,1,1000003,1,2
3002313,1,1000002,1,2
3002323,1,1000003,1,2
3000011,1,1000002,1,2
3002032,1,1000002,1,2
3002028,1,1000002,1,2
3002328,1,1000000,1,2
3002259,1,1000000,1,2
3002079,1,1000001,1,2
3000431,1,1000001,1,2
3002084,1,1000001,1,2
3000364,1,1000001,1,2
3000363,1,1000001,1,2
3002133,1,1000000,1,2
3002171,1,1000000,1,2
3002128,1,1000003,1,2
3000374,1,1000001,1,2
3000375,1,1000000,1,2
3002186,1,1000003,1,2
3000378,1,1000000,1,2
3002113,1,1000000,1,2
3000327,1,1000002,1,2
3002109,1,1000000,1,2
3000384,1,1000001,1,2
3002231,1,1000000,1,2
3002233,1,1000001,1,2
3002238,1,1000000,1,2
3002239,1,1000000,1,2
3000317,1,1000001,1,2
3000389,1,1000001,1,2
3002093,1,1000003,1,2
3002092,1,1000001,1,2
3002090,1,1000000,1,2
3002250,1,1000003,1,2
3002088,1,1000001,1,2
3002085,1,1000004,1,2
3000202,1,1000003,1,2
3000022,1,1000000,1,2
3000529,1,1000000,1,2
3002397,1,1000000,1,2
3002402,1,1000000,1,2
3001931,1,1000004,1,2
3002412,1,1000000,1,2
3000252,1,1000001,1,2
3002420,1,1000001,1,2
3000251,1,1000000,1,2
3002444,1,1000003,1,2
3000245,1,1000002,1,2
3002457,1,1000003,1,2
3002459,1,1000000,1,2
3002461,1,1000001,1,2
3002464,1,1000004,1,2
3002468,1,1000000,1,2
3002473,1,1000002,1,2
3002479,1,1000000,1,2
3002480,1,1000003,1,2
3002482,1,1000003,1,2
3002483,1,1000003,1,2
3002491,1,1000003,1,2
3002492,1,1000003,1,2
3001897,1,1000000,1,2
3002495,1,1000003,1,2
3002509,1,1000003,1,2
3001895,1,1000003,1,2
3000526,1,1000003,1,2
3000484,1,1000003,1,2
3002396,1,1000002,1,2
3002336,1,1000003,1,2
3001943,1,1000001,1,2
3000435,1,1000002,1,2
3002010,1,1000000,1,2
3002004,1,1000000,1,2
3002341,1,1000000,1,2
3002347,1,1000003,1,2
3000284,1,1000001,1,2
3002351,1,1000002,1,2
3000440,1,1000003,1,2
3000281,1,1000001,1,2
3001990,1,1000000,1,2
3001981,1,1000000,1,2
3002359,1,1000000,1,2
3002364,1,1000002,1,2
3002366,1,1000000,1,2
3002367,1,1000002,1,2
3002369,1,1000000,1,2
3002372,1,1000001,1,2
3000027,1,1000000,1,2
3002375,1,1000003,1,2
3002377,1,1000000,1,2
3002379,1,1000000,1,2
3000469,1,1000001,1,2
3002394,1,1000001,1,2
3000470,1,1000003,1,2
3002395,1,1000000,1,2
3000370,1,1000001,1,2
3000211,1,1000004,1,2
3001463,1,1000003,1,2
3000853,1,1000003,1,2
3001256,1,1000001,1,2
3000714,1,1000000,1,2
3000716,1,1000001,1,2
3001114,1,1000000,1,2
3001022,1,1000001,1,2
3001611,1,1000000,1,2
3000115,1,1000000,1,2
3001118,1,1000002,1,2
3000064,1,1000000,1,2
3001248,1,1000000,1,2
3001211,1,1000000,1,2
3000757,1,1000000,1,2
3001162,1,1000000,1,2
3001503,1,1000003,1,2
3001020,1,1000004,1,2
3001382,1,1000000,1,2
3001250,1,1000003,1,2
3001460,1,1000000,1,2
3001303,1,1000000,1,2
3001618,1,1000003,1,2
3001436,1,1000003,1,2
3001367,1,1000003,1,2
3000701,1,1000001,1,2
3001266,1,1000000,1,2
3000972,1,1000003,1,2
3001031,1,1000003,1,2
3001627,1,1000003,1,2
3001488,1,1000003,1,2
3001265,1,1000002,1,2
3001361,1,1000003,1,2
3001362,1,1000000,1,2
3001490,1,1000000,1,2
3000865,1,1000001,1,2
3000711,1,1000003,1,2
3001439,1,1000001,1,2
3001491,1,1000004,1,2
3001365,1,1000001,1,2
3001209,1,1000003,1,2
3001167,1,1000000,1,2
3001595,1,1000001,1,2
3000804,1,1000001,1,2
3001169,1,1000001,1,2
3001531,1,1000003,1,2
3000822,1,1000004,1,2
3001143,1,1000002,1,2
3001545,1,1000001,1,2
3001543,1,1000002,1,2
3000740,1,1000003,1,2
3000961,1,1000001,1,2
3001538,1,1000003,1,2
3000962,1,1000004,1,2
3000744,1,1000000,1,2
3000840,1,1000001,1,2
3000818,1,1000001,1,2
3000746,1,1000003,1,2
3001218,1,1000000,1,2
3001148,1,1000003,1,2
3001509,1,1000001,1,2
3001512,1,1000000,1,2
3001420,1,1000003,1,2
3000752,1,1000000,1,2
3001409,1,1000000,1,2
3001551,1,1000000,1,2
3001553,1,1000001,1,2
3001231,1,1000003,1,2
3000837,1,1000004,1,2
3001583,1,1000001,1,2
3001582,1,1000000,1,2
3001579,1,1000001,1,2
3000828,1,1000002,1,2
3001574,1,1000003,1,2
3000952,1,1000003,1,2
3000730,1,1000003,1,2
3001567,1,1000003,1,2
3000999,1,1000000,1,2
3001215,1,1000004,1,2
3001001,1,1000001,1,2
3000733,1,1000003,1,2
3001142,1,1000003,1,2
3001002,1,1000000,1,2
3001558,1,1000003,1,2
3000735,1,1000000,1,2
3001102,1,1000000,1,2
3000871,1,1000003,1,2
3001288,1,1000000,1,2
3001322,1,1000000,1,2
3001049,1,1000000,1,2
3000056,1,1000002,1,2
3001292,1,1000000,1,2
3000922,1,1000000,1,2
3000079,1,1000003,1,2
3000136,1,1000003,1,2
3001079,1,1000000,1,2
3001475,1,1000000,1,2
3001200,1,1000003,1,2
3001188,1,1000000,1,2
3001082,1,1000000,1,2
3001684,1,1000001,1,2
3001637,1,1000003,1,2
3000925,1,1000001,1,2
3001683,1,1000003,1,2
3000927,1,1000000,1,2
3001478,1,1000003,1,2
3001074,1,1000000,1,2
3001471,1,1000003,1,2
3000677,1,1000000,1,2
3001191,1,1000000,1,2
3001056,1,1000000,1,2
3001464,1,1000000,1,2
3001307,1,1000004,1,2
3001719,1,1000001,1,2
3000785,1,1000000,1,2
3000052,1,1000002,1,2
3001055,1,1000004,1,2
3001311,1,1000000,1,2
3001313,1,1000000,1,2
3000915,1,1000001,1,2
3001199,1,1000000,1,2
3000898,1,1000003,1,2
3001705,1,1000001,1,2
3000919,1,1000003,1,2
3001072,1,1000004,1,2
3001702,1,1000003,1,2
3000921,1,1000003,1,2
3001283,1,1000003,1,2
3001515,1,1000003,1,2
3000888,1,1000003,1,2
3000792,1,1000000,1,2
3001444,1,1000000,1,2
3001276,1,1000000,1,2
3001039,1,1000000,1,2
3000690,1,1000002,1,2
3000697,1,1000002,1,2
3001282,1,1000003,1,2
3000992,1,1000000,1,2
3000688,1,1000001,1,2
3001173,1,1000000,1,2
3001172,1,1000000,1,2
3001343,1,1000003,1,2
3001642,1,1000001,1,2
3001485,1,1000001,1,2
3001350,1,1000003,1,2
3000695,1,1000001,1,2
3000789,1,1000003,1,2
3000109,1,1000001,1,2
3000771,1,1000003,1,2
3001092,1,1000000,1,2
3000935,1,1000003,1,2
3000883,1,1000003,1,2
3000151,1,1000004,1,2
3000698,1,1000000,1,2
3000685,1,1000003,1,2
3001663,1,1000000,1,2
3001198,1,1000000,1,1
3002393,1,1000003,1,1
3001216,1,1000003,1,1
3000980,1,1000004,1,1
3000964,1,1000000,1,1
3002442,1,1000001,1,1
3002443,1,1000000,1,1
3002414,1,1000000,1,1
3000261,1,1000001,1,1
3002422,1,1000000,1,1
3000975,1,1000001,1,1
3000249,1,1000004,1,1
3002407,1,1000000,1,1
3002406,1,1000000,1,1
3000257,1,1000003,1,1
3002434,1,1000000,1,1
3001212,1,1000000,1,1
3000258,1,1000003,1,1
3000978,1,1000000,1,1
3000968,1,1000003,1,1
3000204,1,1000001,1,1
3002400,1,1000003,1,1
3002399,1,1000000,1,1
3002433,1,1000001,1,1
3002431,1,1000003,1,1
3001210,1,1000000,1,1
3001202,1,1000000,1,1
3000205,1,1000001,1,1
3002423,1,1000003,1,1
3000250,1,1000003,1,1
3000254,1,1000001,1,1
3001206,1,1000000,1,1
3001729,1,1000001,1,1
3002389,1,1000001,1,1
3001280,1,1000000,1,1
3000296,1,1000001,1,1
3002306,1,1000000,1,1
3002308,1,1000000,1,1
3000929,1,1000001,1,1
3001278,1,1000002,1,1
3001277,1,1000003,1,1
3002314,1,1000003,1,1
3002316,1,1000004,1,1
3002317,1,1000002,1,1
3001275,1,1000000,1,1
3000294,1,1000001,1,1
3002320,1,1000003,1,1
3002321,1,1000003,1,1
3002326,1,1000001,1,1
3001267,1,1000003,1,1
3002304,1,1000003,1,1
3002298,1,1000000,1,1
3000203,1,1000000,1,1
3000301,1,1000003,1,1
3002266,1,1000000,1,1
3002267,1,1000003,1,1
3000914,1,1000003,1,1
3001300,1,1000004,1,1
3000196,1,1000003,1,1
3002273,1,1000000,1,1
3001298,1,1000003,1,1
3000920,1,1000003,1,1
3000198,1,1000000,1,1
3000306,1,1000001,1,1
3001293,1,1000000,1,1
3002288,1,1000001,1,1
3002289,1,1000001,1,1
3000303,1,1000001,1,1
3001289,1,1000003,1,1
3000291,1,1000001,1,1
3002331,1,1000001,1,1
3002332,1,1000001,1,1
3002335,1,1000003,1,1
3001247,1,1000000,1,1
3002365,1,1000000,1,1
3001246,1,1000002,1,1
3001243,1,1000000,1,1
3000949,1,1000002,1,1
3001236,1,1000003,1,1
3001234,1,1000003,1,1
3001232,1,1000000,1,1
3002374,1,1000000,1,1
3002376,1,1000003,1,1
3002380,1,1000003,1,1
3002382,1,1000002,1,1
3001222,1,1000003,1,1
3002386,1,1000003,1,1
3001220,1,1000000,1,1
3002362,1,1000000,1,1
3002361,1,1000000,1,1
3001249,1,1000003,1,1
3002345,1,1000000,1,1
3000937,1,1000000,1,1
3002337,1,1000000,1,1
3000940,1,1000001,1,1
3002340,1,1000003,1,1
3001259,1,1000002,1,1
3002344,1,1000000,1,1
3002346,1,1000000,1,1
3002358,1,1000000,1,1
3002348,1,1000000,1,1
3002350,1,1000000,1,1
3001254,1,1000000,1,1
3002352,1,1000002,1,1
3001253,1,1000003,1,1
3001252,1,1000000,1,1
3000275,1,1000001,1,1
3002490,1,1000000,1,1
3001196,1,1000000,1,1
3002633,1,1000001,1,1
3002617,1,1000000,1,1
3001035,1,1000003,1,1
3001103,1,1000000,1,1
3002626,1,1000003,1,1
3002627,1,1000001,1,1
3002628,1,1000001,1,1
3001100,1,1000002,1,1
3001099,1,1000003,1,1
3001098,1,1000000,1,1
3001120,1,1000000,1,1
3002635,1,1000003,1,1
3001037,1,1000003,1,1
3001038,1,1000002,1,1
3002642,1,1000003,1,1
3001095,1,1000000,1,1
3001094,1,1000000,1,1
3002648,1,1000001,1,1
3002649,1,1000003,1,1
3000227,1,1000001,1,1
3001107,1,1000000,1,1
3002614,1,1000000,1,1
3001108,1,1000000,1,1
3002578,1,1000000,1,1
3001116,1,1000000,1,1
3002587,1,1000000,1,1
3002588,1,1000000,1,1
3001112,1,1000003,1,1
3000232,1,1000000,1,1
3002591,1,1000001,1,1
3002592,1,1000003,1,1
3000231,1,1000003,1,1
3001030,1,1000000,1,1
3002596,1,1000000,1,1
3001109,1,1000000,1,1
3000230,1,1000003,1,1
3002607,1,1000001,1,1
3002609,1,1000000,1,1
3002610,1,1000000,1,1
3002611,1,1000003,1,1
3002652,1,1000000,1,1
3002656,1,1000000,1,1
3002657,1,1000000,1,1
3000221,1,1000000,1,1
3001073,1,1000003,1,1
3002696,1,1000001,1,1
3002698,1,1000003,1,1
3002700,1,1000000,1,1
3001071,1,1000003,1,1
3001070,1,1000000,1,1
3000217,1,1000003,1,1
3000209,1,1000003,1,1
3001053,1,1000003,1,1
3002717,1,1000003,1,1
3002718,1,1000003,1,1
3002719,1,1000003,1,1
3000214,1,1000001,1,1
3002727,1,1000003,1,1
3002728,1,1000003,1,1
3002729,1,1000003,1,1
3002730,1,1000003,1,1
3002694,1,1000000,1,1
3001076,1,1000000,1,1
3002660,1,1000003,1,1
3002687,1,1000003,1,1
3002661,1,1000001,1,1
3002663,1,1000003,1,1
3002664,1,1000003,1,1
3002665,1,1000000,1,1
3001091,1,1000000,1,1
3002667,1,1000003,1,1
3001089,1,1000000,1,1
3001088,1,1000002,1,1
3002670,1,1000000,1,1
3001040,1,1000000,1,1
3001042,1,1000003,1,1
3001046,1,1000000,1,1
3002677,1,1000000,1,1
3001047,1,1000004,1,1
3001080,1,1000000,1,1
3002681,1,1000000,1,1
3002685,1,1000004,1,1
3002577,1,1000000,1,1
3002575,1,1000001,1,1
3002448,1,1000003,1,1
3002497,1,1000000,1,1
3002485,1,1000000,1,1
3002486,1,1000001,1,1
3002488,1,1000003,1,1
3002489,1,1000000,1,1
3001166,1,1000000,1,1
3000994,1,1000000,1,1
3002493,1,1000000,1,1
3002494,1,1000001,1,1
3002500,1,1000000,1,1
3002574,1,1000003,1,1
3002501,1,1000003,1,1
3002502,1,1000004,1,1
3002504,1,1000001,1,1
3002505,1,1000000,1,1
3002506,1,1000003,1,1
3002507,1,1000000,1,1
3002508,1,1000003,1,1
3001000,1,1000004,1,1
3002484,1,1000003,1,1
3000993,1,1000000,1,1
3001171,1,1000000,1,1
3001177,1,1000000,1,1
3000248,1,1000001,1,1
3002450,1,1000003,1,1
3000247,1,1000001,1,1
3001195,1,1000002,1,1
3001192,1,1000000,1,1
3002455,1,1000000,1,1
3001190,1,1000002,1,1
3001189,1,1000003,1,1
3002463,1,1000000,1,1
3001187,1,1000004,1,1
3000986,1,1000000,1,1
3001185,1,1000000,1,1
3002470,1,1000001,1,1
3001182,1,1000000,1,1
3001181,1,1000000,1,1
3001180,1,1000000,1,1
3002476,1,1000003,1,1
3001157,1,1000000,1,1
3001007,1,1000003,1,1
3002518,1,1000001,1,1
3001012,1,1000000,1,1
3002550,1,1000001,1,1
3002551,1,1000000,1,1
3001135,1,1000000,1,1
3001133,1,1000002,1,1
3002556,1,1000002,1,1
3002557,1,1000003,1,1
3002560,1,1000000,1,1
3000237,1,1000001,1,1
3000144,1,1000001,1,1
3001130,1,1000000,1,1
3001128,1,1000002,1,1
3001017,1,1000001,1,1
3001125,1,1000003,1,1
3001018,1,1000002,1,1
3001019,1,1000000,1,1
3002571,1,1000003,1,1
3000234,1,1000001,1,1
3001136,1,1000000,1,1
3001139,1,1000003,1,1
3001153,1,1000000,1,1
3001140,1,1000003,1,1
3002521,1,1000000,1,1
3002522,1,1000001,1,1
3001152,1,1000003,1,1
3001151,1,1000003,1,1
3001150,1,1000003,1,1
3002527,1,1000000,1,1
3001149,1,1000003,1,1
3002531,1,1000003,1,1
3001009,1,1000004,1,1
3001011,1,1000001,1,1
3001144,1,1000000,1,1
3002536,1,1000000,1,1
3000241,1,1000001,1,1
3000240,1,1000001,1,1
3000239,1,1000003,1,1
3002542,1,1000000,1,1
3002543,1,1000003,1,1
3001302,1,1000000,1,1
3002194,1,1000003,1,1
3001304,1,1000000,1,1
3001577,1,1000003,1,1
3001592,1,1000003,1,1
3001591,1,1000003,1,1
3001588,1,1000003,1,1
